review,sentiment,predicted,label,rating
person large head overweight double chin still big enough,-0.3612,-1,-1.0,3.0
way small think thin bend lose shape one night sleep try move another piercing small thin,-0.4019,-1,-1.0,3.0
love sign nice hearty construction sooo much small lead belive order j size 8x11 sheet paper still like give star instead size know nearly large picture,0.8591,1,-1.0,3.0
really want like earring irritate ear much try multiple time wear bad result never sensitive earring even though cheap material understand earring pretty receive many compliment consider possibility irritate ear,0.1459,1,-1.0,3.0
name start monogram really look like,0.4173,1,-1.0,3.0
good feeling spray lightweight daily use need underwhelming execution serve purpose,0.5267,1,-1.0,3.0
find smell noticeable,0.0,1,-1.0,3.0
buy mirror bathroom frame extremely wide mirror much small anticipate price rather steep large mirror dissatisfied stain color light show match bathroom may return,-0.3818,-1,-1.0,3.0
earring beautiful receive many compliment however hoop thin flimsy become bent shape quickly course return time expire,0.7906,1,-1.0,3.0
product seem good quality price really tiny wrist pretty need find extension wear,0.7479,1,-1.0,3.0
love necklace chain break week purchase buy chain,0.6369,1,-1.0,3.0
love idea two state much small think would,0.6369,1,-1.0,3.0
product make thin laminated wood sure sturdy enough child play,0.5719,1,-1.0,3.0
love ring much beautiful less day already start tarnish hate already change color,0.6597,1,-1.0,3.0
hard put ear small openeing,-0.1027,-1,-1.0,3.0
buy gift bearded big brother open soo excite cool gift notice metal piece hinge whole thing together thread way loose brother handy dig wood could thread properly work properly look good probably could return another already try fix get one work properly would rate,0.8957,1,-1.0,3.0
small bracelet definitely way expensive size rather disappointed,-0.1027,-1,-1.0,3.0
lot small look post kind rough bent easily hard get cute though would pay know thing make difficult,0.6705,1,-1.0,3.0
product wayyy big little piggy use ring instead,0.0,1,-1.0,3.0
pretty dressy wear wedding difficult get tarnish place end night,0.1779,1,-1.0,3.0
love idea get good friend wed make plenty time however hope still super cute love idea little disappointed letter heart different thickness give star,0.9701,1,-1.0,3.0
nice,0.4215,1,-1.0,3.0
much flimsy picture,0.0,1,-1.0,3.0
cute small card open inside blank front say word inside blank,0.4588,1,-1.0,3.0
small think cute gift neice granddaughter,0.7096,1,-1.0,3.0
material nice everything spell correctly personalization issue product sizing purchase size medium boyfriend always wear medium underwear clearly medium fit like large literally fall wear walk around mean wear lazy day home would size order,0.7906,1,-1.0,3.0
beautiful bracelet order two one another husband mine come white stone sure iolite white know come gray overall look white,0.7351,1,-1.0,3.0
move enough keep kid busy really fidgety people,-0.4005,-1,-1.0,3.0
wish use many letter realize would tiny,0.4019,1,-1.0,3.0
good value arrive multiple crease iron low setting get wrinkle crease,0.4939,1,-1.0,3.0
super cute metal bend easily stone way small anticipate,0.8519,1,-1.0,3.0
purchase four gift love scent box item extremely small opinion worth nearly cost,0.8505,1,-1.0,3.0
pendant look great chain tarnish within week wear,0.6249,1,-1.0,3.0
chain length small wish offer different length receive really fast charm really nice,0.8304,1,-1.0,3.0
think small especially put class room,0.0,1,-1.0,3.0
far actual bracelet perfect tiny dainty look however disappoint engraving double check engraving style receive compare shownmarkete match mine look like go process correctly front back font different spacing also braceletgreatengravingnot great,0.8225,1,-1.0,3.0
like fact change color fast,0.3612,1,-1.0,3.0
miniature think actual use cute like photo buy see instagram oh tiny miniature kid size adult use may handmade like everything else china usa,0.7906,1,-1.0,3.0
silver ring thin need glass magnify glass read name perhaps eye sight almost blind without magnify,-0.3415,-1,-1.0,3.0
read well think something put mailbox actually scratch letter mailbox,0.2732,1,-1.0,3.0
really like little high price lot thin expect keep come loose wash hand slip timer price pay expect send back picture,0.5095,1,-1.0,3.0
necklace break couple wearing chain thin week cute idea poorly make,0.4588,1,-1.0,3.0
love look earring small small taste,0.6369,1,-1.0,3.0
buy child look good get grandson letter instead son,0.4404,1,-1.0,3.0
would agree stamped name need engrave hard read ring beautiful comfortable wear definitely need improve name place ring deeply engraving stamp,0.9313,1,-1.0,3.0
piece paper pretty piece paper sure spend paper could print picture internet,0.6705,1,-1.0,3.0
much small expect would buy young person someone petite,0.0,1,-1.0,3.0
like lot sometimes catch stuff sometimes feel sharp,0.3612,1,-1.0,3.0
muy bonito pero el primer día de recibirlo se perdió la tapita debería estar sujeta al,0.0,1,-1.0,3.0
turn wrist green,0.0,1,-1.0,3.0
length necklace great thickness want,0.6597,1,-1.0,3.0
top like keep slip airpod annoying,0.1531,1,-1.0,3.0
like idea adjustable lightweight wish wide thick,0.6369,1,-1.0,3.0
think would bit big size great second hole earring though,0.6249,1,-1.0,3.0
fit airpod pro big,0.3612,1,-1.0,3.0
consider send back right leg foot mess much work return,-0.3612,-1,-1.0,3.0
strong like smell good,0.8271,1,-1.0,3.0
dislike everything hardly see name engrave large month old baby,-0.3818,-1,-1.0,3.0
wear less hour take irritate skin around hole,-0.3687,-1,-1.0,3.0
editi put tote sit shelf go get today prep easter sticker fall never see vinyl sticker fall sure get faulty vinyl different color odd actually pretty upsetting cheap want something different easter year actual gift instead candy find affordable bin want make special love name come love special extra gift send definitely order future,0.967,1,-1.0,3.0
get pay value,0.25,1,-1.0,3.0
really love lanyard cute lightweight lanyardcord come flimsy constantly come unsnapped fall different lanyard would sure star,0.8766,1,-1.0,3.0
intensive blue picit baby blue white blue,0.0,1,-1.0,3.0
exactly look already rust really like disappointed,-0.1494,-1,-1.0,3.0
cute nose product nose comfortable make sure measure nose thing really like want order gold color get seem like goldish silver would look really really close notice cold look like silver instead,0.9482,1,-1.0,3.0
pretty dainty soooooo thin barley tell heart light look like might break easily look like good quality lot,0.91,1,-1.0,3.0
nice picture disappoint already frame,0.0258,1,-1.0,3.0
set first week work okay one lamp touch long light unplug plug back lamp connection issue wifi connector come lamp,0.2263,1,-1.0,3.0
quality seem good pink show picture disappointed,-0.0516,-1,-1.0,3.0
would purchase use try look real,0.0,1,-1.0,3.0
cute however recommend long name wire personalize name section flimsy name align due flimsy hanger sturdy however personalized name area flimsy dully give star,0.5267,1,-1.0,3.0
small expect daughter still like,0.3612,1,-1.0,3.0
get pay gold coating fade quickly make look worn old would purchase,-0.3818,-1,-1.0,3.0
se veía bonita pero ya se puesto negra en la foto se cómo cambia el color,0.0,1,-1.0,3.0
palm tree color picture sure use painting pretty tacky look tree make great thick material look like last forever,0.9022,1,-1.0,3.0
small big show picture,0.0,1,-1.0,3.0
even come son name letter would perfect miss name,0.4767,1,-1.0,3.0
cheap quality paper frame rip cute could make buck,0.4588,1,-1.0,3.0
necklace small fit like choker necklace tight buy something could wear allergic lot metal also kid bead beautiful sadly small,0.5994,1,-1.0,3.0
love daughter break within week metal begin tarnish,0.6369,1,-1.0,3.0
fault go deeply farther caption size advertise poster printer sized paper could would home cost,-0.4019,-1,-1.0,3.0
like look like could easily break use ornament,0.7506,1,-1.0,3.0
purchase son love think great agree fragrance almost non existent,0.8957,1,-1.0,3.0
read review picture misleading size decal get lot small expect instruction like assemble bomb decal frank lloyd wright home,-0.5267,-1,-1.0,3.0
material ring make similar foil lose shape sturdy flexible,-0.2023,-1,-1.0,3.0
get heart thing ok box order box,0.296,1,-1.0,3.0
order two puzzle kid suppose part christmas gift arrive several week late christmas small expect cute giftable overall get order disappointed extremely late delivery,0.4215,1,-1.0,3.0
lot light small expect earring would actually put pierce instead cuff cute worth feel cheap,0.5994,1,-1.0,3.0
expect photograph,0.0,1,-1.0,3.0
craft well price expect way opal shine look like quartz necklace anything make sad worth price pay,0.25,1,-1.0,3.0
really nice color small,0.4754,1,-1.0,3.0
bookmark pricy arrive break quality would describe item like expensive broken disappointing sure,-0.3612,-1,-1.0,3.0
love plastic get yellowish couple month,0.6369,1,-1.0,3.0
purchase gift niece engraving beautiful many type script choose available problem unless large hand doubt many woman use without handle certainly problem right purchase nice handle go think try handle gift assume would work together since list work yeti rambler could tell well make would work nicely handle cover engraving discover open try handle could see love mug could also see disappointment put handle disappointed embarrassed see cover engraving offer get something else instead niece claim love want anything else say return anyway personalize bottom line waste money engrave unless buy someone need handle,0.8678,1,-1.0,3.0
buy husband father day like wallet wide one originally pocket go deep also magnet strong enough lot bill fall easily,0.802,1,-1.0,3.0
picture could literally print computer daughter love make worth overprice item,0.7269,1,-1.0,3.0
order frame heart box easel read review heart fall top tell glue afterwards recommend order extremely frustrating give pay grey look like blue color easel flimsy good quality put together annoying predrilled hole attach end chain even trust enough wedding buy well trustworthy easel box heart come okay would well chain attach bottom top prop open top something else also stink reasonable make sure enough time air wedding overall ecstatic product okay could would buy easel would different color match anything wedding kind sad surprise fiance think like think order make sure ask many question buy skip easel,0.9807,1,-1.0,3.0
much small anticipate,0.0,1,-1.0,3.0
great month jewelry start tarnish break neck use key chain,0.6249,1,-1.0,3.0
teeny tiny,0.0,1,-1.0,3.0
little upset since expect buy right size frame receive small size quote still make work great quality star since one miss,0.2944,1,-1.0,3.0
come bit beat letter nice well small taste would buy send fix letter stand also take long say,0.5994,1,-1.0,3.0
interfere mic,0.0,1,-1.0,3.0
read canvas think actually paint canvas canvas paper loli read description carefully end buy cute little frame dollar store put bathroom look cute expect,0.7579,1,-1.0,3.0
cool product movie fan give christmas gift thespian daughter well receive unfortunately one leg fall date still unfound,0.7351,1,-1.0,3.0
honestly think come black frame 8x10 print picture could print cvs good quality though wish already frame like picture,0.8779,1,-1.0,3.0
item come expect welcome surprise see small box come get kind worried like many go review see photo read product go want use sign son nursery see purchase child nurserybedroom size really gravitate towards review photo select thinking would close size use ad product review boy wrong might keep product could use son bedroom door disappoint size think review mislead,0.5106,1,-1.0,3.0
day straight shower motorcycle bed comfortable attractive class around wrist little large complaint wear gold almost completely rub sad,0.4703,1,-1.0,3.0
anklet month take shower actually wear outside maybe time notice start unravel keep anklet wear look like fold material instead woven sturdy anklet,0.3612,1,-1.0,3.0
break first time wear,0.0,1,-1.0,3.0
look little cheep nope,0.0,1,-1.0,3.0
provide message want,0.0772,1,-1.0,3.0
get fake tree year want something make feel christmassy come oil spill everywhere bottle full sure full suppose maybe little leak oil oily mess anyway smell good underwhelming expect smell like walk tommy bahama feel like island like tree could barely smell flip reed thing okay would buy,0.7346,1,-1.0,3.0
buy four month ago good friend move germany work great month would light would light last week randomly stop work say connect mine work fine point light love could choose color long lamp would stay light sad work anymore,0.8979,1,-1.0,3.0
well maybe fault maybe clear description order name kylee think letter would one inch one inch five inch across whole name however entire name inch long want go along side tervis water bottle buy daughter upcoming birthday name comically tiny problem stickiness take pic peel top layer ignore go leave like fool fix stuff like leave room sticker suppose beware size order,-0.1027,-1,-1.0,3.0
bit small anticipate otherwise love,0.6369,1,-1.0,3.0
nice looking difficult put take,0.0772,1,-1.0,3.0
let picture fool print paper however nice heavy,-0.0258,-1,-1.0,3.0
money ok,0.296,1,-1.0,3.0
cute put another chain chain provide cheap,0.4588,1,-1.0,3.0
cover nice realize buy snap opening go quite difficult put cord seller fault pay enough attention detail otherwise fine,-0.3167,-1,-1.0,3.0
overall monogram sticker great worth note intricacy design make difficult transfer get ready apply several week use travel coffee mug use twice week small intricate piece design start peel away continue deteriorate rate likely need replace month,0.765,1,-1.0,3.0
take long time product get overall mildly please earring,0.3182,1,-1.0,3.0
love work good look bring lot compliment attractive easy use spring rust plastic break three four buy,0.9432,1,-1.0,3.0
small,0.0,1,-1.0,3.0
never experience chain although necklace really cute dainty exactly description wear hair neck want love still wear wear hair constantly break hair see throughout entire chain well clasp sure link design,0.9041,1,-1.0,3.0
problem journal thin enough page decent journal,-0.4019,-1,-1.0,3.0
would really like give five star product since come perfectly order excellent quality material typing letter however christmas gift order anticipation would arrive date even though come week delay nice detail boyfriend love regardless,0.9623,1,-1.0,3.0
bring help moisturize loc help itchy scalp really see give loc great deal moisture help itch little bit also leave build would purchase,0.8797,1,-1.0,3.0
nice spray simple 2x clear coat bubble lot metal yard art none go use indoor love,0.8625,1,-1.0,3.0
excited decal son room purchase apply least dozen different wall decal child room year issue decal application unbelievably difficult decal simply would stick firmly wall even dozen pass credit card hand begin pull front layer basically nightmare decal detach wall result stretch rip help two family member able painstakingly hold maneuver pat decal place far result look good get near decal see many many tiny rip fold wrinkle,0.8752,1,-1.0,3.0
get present son room customize name font paint look actually pretty good good quality wood however could finish nice spot seem like well quality wood could use make look well,0.9477,1,-1.0,3.0
little disappointed order wedding bottom stone put backwards,-0.4228,-1,-1.0,3.0
cute perfect size due closure lose leaf love last,0.8481,1,-1.0,3.0
love style earring long hair bit large hair,0.6369,1,-1.0,3.0
look small suggest get large want red match door company fault look nice cut well edge cut attach home whatever attach metal little thin would like also hope last throughout winter see,0.5325,1,-1.0,3.0
buy gift yet give gift,0.7003,1,-1.0,3.0
way small think,0.0,1,-1.0,3.0
fourth time order company love use daughter hydro flask school really great time letter small normal pretty bum hope one time fluke something,0.9402,1,-1.0,3.0
art lovely impression come frame frame,0.6908,1,-1.0,3.0
enough want pleasantly surprised thought put packaging,0.6486,1,-1.0,3.0
like size pendant toosmall purpose,0.3612,1,-1.0,3.0
ring cute love shipping take long give star,0.802,1,-1.0,3.0
ok,0.296,1,-1.0,3.0
thin quite like picture still giftable,0.4201,1,-1.0,3.0
product much small picture photo show decal big bed however inch long,0.0,1,-1.0,3.0
like see knot,0.3612,1,-1.0,3.0
piece bit thick heavy would expect issue okay adult cat,0.2263,1,-1.0,3.0
weigh lot,0.0,1,-1.0,3.0
would great gift come name engrave gift keep,0.872,1,-1.0,3.0
personalize metal attach actual come gues use warm start peel,0.2263,1,-1.0,3.0
good quality bit deceive light look vey bright even real example photo dull disappointing actual ornament,-0.4215,-1,-1.0,3.0
love look earring lose one side day wear feel like back right fit notice slide loosely think much till lose one come small plastic silver back use silver back figure plastic back comfort something really think think much excited wear buy use plastic piece behind earring back also also seem price simple earring especially lose one wear say pretty earring upset lose one love much make sure earring back fit properly purchase,0.9169,1,-1.0,3.0
symbol choose brain kind look like black blob oh well name come good wish would put option engrave well,0.9287,1,-1.0,3.0
charm move well chain,0.5859,1,-1.0,3.0
tag perfect weight inscription clear easy read problem hole drill absolutely small fit attachment dog collar yet figure get tag dog collar,0.8943,1,-1.0,3.0
good lroduct super cute personal issue shape state light almost hard see look closely might trace sharpie pen,0.8655,1,-1.0,3.0
like smell short live little greasy feel like texture scrub,0.6124,1,-1.0,3.0
replica understand look home make look mass produce expect something well big friend fan present birthday disappointed,0.5423,1,-1.0,3.0
product look fine get wrong however thick think would seem bit flimsy would give allow since give drop star rating sorry,-0.4215,-1,-1.0,3.0
youngster,0.0,1,-1.0,3.0
like wooden name lot flaw first sand edge name edge smooth piece wood stick like wood tearout second pay extra paint white paint nicely besides back dot go dirty paint paint see paint name type hole back type hang mechanism able put wall end drill triangle ring hanger back able hang end look good turn good disappointing pay much money product issue take time fix edit make right,0.7003,1,-1.0,3.0
color picture online fade almost white rather show,0.0,1,-1.0,3.0
love picture one sign miss,0.5574,1,-1.0,3.0
put anything flammable top stove unattended seem risky never know someonea child drunk uncle party might turn knob unknowingly,0.0772,1,-1.0,3.0
cheap throw away much,0.0,1,-1.0,3.0
craftsmanship want bar front design keep whatever display fall flush unit see photo see daylight clear way wiggle touch adult live house may never issue kid would hesitate buy also know whether stain tree sap material sticky hell see photo finger discoloration still leave try wash stuff side fortunately anywhere coat might hang would sit whole believe come close justify price tag feel like someone home say wall coat rack actually bother learn real wood work slap together truly feel like board wood hook screw onto particular instance truly could would simply cost hardware minute work expect well,0.6908,1,-1.0,3.0
love display look thing get wet writing come right look like clear,0.8519,1,-1.0,3.0
everything great except chain cheap hate say customer service great issue,0.6705,1,-1.0,3.0
bracelet attractive wrist fit gift son,0.8074,1,-1.0,3.0
hour hoop discolor portion inside ear otherwise great,0.6249,1,-1.0,3.0
idea nice cute writing little blurry small also almost shipping return really worth return would purchase future overprice,0.7837,1,-1.0,3.0
thing love bracelet come super early like day look little cheap side engraving snall,0.891,1,-1.0,3.0
pretty earring picture solid post bent first wear able straighten finger,0.5859,1,-1.0,3.0
pretty small wish little big,0.7096,1,-1.0,3.0
unless super thick wrist ton leftover string flop around size opinion maybe would bother size feel like sloppy mess string float around wrist organization rhyme rhythm find constantly mess try figure way tuck floppy leftover string guess think give style purchase look nice pic give thought aside say amazon prime member last year another company give even close amount item select phenomenal price match super fast shipping let also forget amazon provide probably good customer service business member household probably make close purchase solely amazon amazon continue provide darn near item think mostly unbeatable price rare find well price household slowly wean buy stuff walmart target etc feel even though customer go like everything purchase online especially touch feel see item shopper accustomed mind amazon good make shopping site pleasurable hassle free business possibly pay receive compensation compliment business owner feel every customer need recognize business good ensure customer receive good service product experience possibly give good amazon ride wave continually try improve service product offer,0.991,1,-1.0,3.0
nice picture ok,0.6124,1,-1.0,3.0
love order three item one miss,0.5574,1,-1.0,3.0
order rose gold truly color however ring hold bar chain start change tone dirty silver color one month writing beautiful color sure quatis,0.7351,1,-1.0,3.0
buy gift friend along elephant print throw image print literal page dictionary much less heavy expect image bright image online mount large frame use white cutout mat top help bring color somewhat price disappointed product think would order since could take image staple much nice print cardstock lot less money,0.9096,1,-1.0,3.0
one family really like room see photo item really conjeste solid wood feel like partical board roughish edge slit space buy none matter,0.7499,1,-1.0,3.0
cute unfortunately bent two spot come late gift mother hope still like,0.836,1,-1.0,3.0
know inexpensive purchase want nice necklace could engrave cost arm leg really like necklace engraving font make look really cheap oh well guess get pay,0.7818,1,-1.0,3.0
first want start say energy orgone amazing moonstone real really love moonstone energy first receive open box lay close eye unbox use sense touch place pyramid third eye breath energy second hold pyramid left hand right handed feel right begin meditate want feel energy judge base look sloppy make something straight really matter buy metaphysical purpose forget buy look cool pretty want receive benefit pyramid life begin meditate feel big vibration energy feel body fill energy get leg toe make toe twitch move remain calm welcome energy experience amazing energy throb hand hold meditation thank make smile feel happy gently open eye take look right away able tell moonstone real surprised big clear quartz another thing notice quality resin compare pyramid purchase one cheap price one believe competitor evervibe particular orogone buy competitive brand expensive one yet resin feel cheap reason give star really disappointing copper use fake take picture spring wrap around clear quartz definitely see discoloration paint look like copper really upsetting pay orgone like pay genuine stone trust company would deliver claim use copper copper color wire take metaphysical benefit really care aside could return item energy beautiful positive meditate couple time like first receive every time feel throbbing sensation hand hold every time feel pull energy way toe powerful stuff keep next sleep sometimes hold fall asleep put back nightstand catch sleep change dream able correlate understand subconscious certain dream intuitively able interpret little crazy know moonstone aid intuition want real vibe experience moonstone orgone care copper benefit regret know nobody like feel cheat either personally would gift since copper obvious real also look picture post bottom pyramid look logo evervibe see e first letter brand fall happen quite early since get maybe week hold lot sleep place bottom forehead minute night also,0.9984,1,-1.0,3.0
love beautiful chain break half week buy repair,0.8442,1,-1.0,3.0
leave little buildup,-0.0516,-1,-1.0,3.0
chain dainty lobster claw catch far big two connect link wrist finger lose gold color week,-0.4019,-1,-1.0,3.0
great price ship pretty fast add parenthesis symbol randomly necklace look pretty bobo,0.8885,1,-1.0,3.0
sure product work great many hit husband smell good lightweight hair end really frizzy like stick tea tree water bottle sometimes less least,0.9017,1,-1.0,3.0
love sadly jewel fall month half jewel fall one earring,0.7506,1,-1.0,3.0
smell great strong lift wrist nose able smell,0.8126,1,-1.0,3.0
like okay good quality print price cute,0.8519,1,-1.0,3.0
beautiful dainty necklace unfortunately clasp part terribly stable easily pull chain barely tug worry may fall point without knowledge,-0.0314,-1,-1.0,3.0
think metal 1st surprise open plastic clear spray paint show disappointed,0.1531,1,-1.0,3.0
beautiful message unfortunately right packaging minor scratch front back card visible unless direct lighting still ideal packaging like wrap bubble wrap place ziplock bag come envelope paper cover would slide company name bubble wrap protection would perfect since card intend gift,0.9325,1,-1.0,3.0
difficult get sticker however make room pop,-0.3612,-1,-1.0,3.0
small place travel basic,0.0,1,-1.0,3.0
really excited think crystal real packaging nice cord nice well really big authentic crystal,0.8553,1,-1.0,3.0
small thin chain hard latch,-0.1027,-1,-1.0,3.0
nice run small,0.4215,1,-1.0,3.0
love necklace gorgeous wish could wear everyday careful sooo fragile,0.91,1,-1.0,3.0
necklace two week star fish charm already miss know fall go happy,0.7003,1,-1.0,3.0
love scent like way skin feel use,0.7717,1,-1.0,3.0
totally love necklace first time put chain break,0.6697,1,-1.0,3.0
thus smell like baccarat bottle oil leak smell close original,0.34,1,-1.0,3.0
look show picture immediately love wish little durable elastic hold everything together little weak,0.6478,1,-1.0,3.0
ok good design quality inexpensive get pay,0.5719,1,-1.0,3.0
bag small swore buy large size like strap continue come loose,0.0516,1,-1.0,3.0
really nice quality come dent print,0.4754,1,-1.0,3.0
thin flimsy,0.0,1,-1.0,3.0
come beautiful disappoint package whop initial,0.296,1,-1.0,3.0
daughter love design ear cuff way sit ear craftsmanship beautiful hammered surface quite attractive reason 3star rating item announce make sterling silver turn silverplate well cuff imprint imprint metallic smell react magnet albeit lightly make sterling silver seller may want adjust description item reflect real material make crucial know especially buyer allergy metal cause skin reaction,0.9286,1,-1.0,3.0
fit great like cover alot problem stem answer receive question price company cover different price another website answer bit snotty word describe buyer beware search auction website buy reason give star,0.7506,1,-1.0,3.0
realize small product would guess bad read measurement buy name bracelet also barely visible would get,-0.5423,-1,-1.0,3.0
bracelet cute fit accordingly size customize baby dob back come first name disappointed,0.34,1,-1.0,3.0
bracelet perfect gift mother day,0.765,1,-1.0,3.0
jewelry absolutely gorgeous try put small silver bead fall automatically leave blue bead one silver bead side extremely disappointed literally use gorilla glue glue blue bead remain silver bead leave dry insert nose still look amazing beautiful notice take one day week half get nose ring change dark color definitely silver,0.8979,1,-1.0,3.0
small expect big would like,0.3612,1,-1.0,3.0
stick hard get catch strand hair process use stick barrett need band secure hair bit large thin hair without use band stick go ponytail twist secure barrett w stick stiff like pattern though,0.7096,1,-1.0,3.0
read info properly think already frame ready hang literally page dictionary print top,0.5106,1,-1.0,3.0
air freshener day,0.0,1,-1.0,3.0
top piece keep come okay,0.4019,1,-1.0,3.0
cute could well picture nice item receive request correct time send end fix item separate charm cluster give gift think person really care,0.9432,1,-1.0,3.0
disappoint engraving center,-0.4019,-1,-1.0,3.0
love main vase big enough use wedding unity ceremony side vase small need large,0.6369,1,-1.0,3.0
buy little girl nursery arrive break one spot small split another actually splinter wood contact seller say put wood glue would get partial refund think ever get use wood glue paint definitely still show happy broken area show,0.5106,1,-1.0,3.0
product small would perfect ring large fit around septum ring way small,0.7351,1,-1.0,3.0
something would want give giftthey look expensive,0.0772,1,-1.0,3.0
love color stone small,0.6369,1,-1.0,3.0
product show deliver box purchase impression earring prime show deal earring include sterling silver chain nice even sure two charm silver afraid shower necklace,0.8271,1,-1.0,3.0
bracelet pretty however long almost could anklet also hard read unfortunately returnable,0.1027,1,-1.0,3.0
love overall look dainty sure irritate ear plus hole cartilage tragus constantly turn never feel secure,0.3948,1,-1.0,3.0
size,0.0,1,-1.0,3.0
pretty delicate way fitting hand probably read review close,0.765,1,-1.0,3.0
cute keep give family want,0.5106,1,-1.0,3.0
quality far seem ok extremely lightweight feel like quality wood feel feel like synthetic wood something effect almost return decide keep backup much nice one already decide try different version one see would nice ok light use,0.9264,1,-1.0,3.0
actual name piece beautifully craft although paint job way less desirable seller allow paint dry entirely packaging mark name noticeable light hit hanging wall would rather receive day later mean well paint job need either spray paint touch save money take paint paint,0.892,1,-1.0,3.0
love shape earring bend easily lose shape work every time wear,0.5994,1,-1.0,3.0
really enjoy however realize come frame must miss infor get husband birthday open box pull frilly plastic cover feel little embarrassed would recommend aware want give gift get frame,0.7288,1,-1.0,3.0
beautiful product craftsmanship standard size much small expect,0.5994,1,-1.0,3.0
love hook one problem screw fit predrille hole drill make large screw fit problem might,0.4588,1,-1.0,3.0
zipper break couple month good quality,0.4404,1,-1.0,3.0
frame print paper,0.0,1,-1.0,3.0
really love come wish would last month price leather begin pull apart around camera lens stud hold clip come week ago get ton compliment absolutely love look wish would last long,0.9585,1,-1.0,3.0
love granddaughter break first day fix bit disappointed,0.2732,1,-1.0,3.0
really like burlap mat really thin sturdy could thick,0.4201,1,-1.0,3.0
much pale shade blue show love fit perfect second hole ear look every day wear,0.886,1,-1.0,3.0
tiny even small picture make look well make may may return something else,0.2732,1,-1.0,3.0
sliver paw print pet name true size love ring month black part name start fade jethro buy 1st lucy buy second week apart show difference truly bum truly love ring,0.9517,1,-1.0,3.0
smell last long third time turn wax melter,0.0,1,-1.0,3.0
read length necklace closely chain short opinion size pendant double check long might want order,0.0772,1,-1.0,3.0
beautiful font wood really wood fragile hang wall mind fragile long stay tact spray paint arrive break end daughter name arrive unattached box,0.5994,1,-1.0,3.0
small expect,0.0,1,-1.0,3.0
beautiful bracelet way big,0.5994,1,-1.0,3.0
want name sign occasion quality name sign look good deliver break contact customer service product support team refund money within hour work packaging delivery,0.7096,1,-1.0,3.0
overall contempt product however aspect little picture place random think follow theme product try portray,-0.5859,-1,-1.0,3.0
miss plastic well make look like picture good price,0.7096,1,-1.0,3.0
love idea love gift print quality good give ok rating,0.9468,1,-1.0,3.0
huge sure man size,0.5574,1,-1.0,3.0
say look good say difficult install corner impossible lay flat without pucker reupholstere find spend hour try corner instruction helpful,0.4939,1,-1.0,3.0
love style break one week composition good middle metal rod connect necklace pendant come,0.7964,1,-1.0,3.0
smell great roller perfume barely move,0.6249,1,-1.0,3.0
love scent however deliver three come break open ton powder everywhere still smell beautiful,0.8442,1,-1.0,3.0
come two piece advertise bracelet narrow big man bracelet together narrow appear extremely feminine opinion,0.0,1,-1.0,3.0
look nice small shoulder length hair hard see return base size nice earring look small one,0.6369,1,-1.0,3.0
great look,0.6249,1,-1.0,3.0
job describe,0.0,1,-1.0,3.0
dislike moon phase right one disapointed mistake send back,-0.6124,-1,-1.0,3.0
challenge breathe wear hour,0.0772,1,-1.0,3.0
gold color 14k etc plate definitely good sensitive ear overprice etsy seller,0.6808,1,-1.0,3.0
small,0.0,1,-1.0,3.0
really love print exactly want daughter room absolutely love anything elephant word top page cover print suicide rub wrong way understand unique one kind thought give word stick cover,0.7837,1,-1.0,3.0
good packaging avoid fold paper image sugar skull vintage dictionary paper awesome give three stat think come frame realize frame receive come back read description state unframe title,0.7003,1,-1.0,3.0
satisfied pinch together seamlessly get stick hole hurt remove,-0.1531,-1,-1.0,3.0
mask waaay big,0.0,1,-1.0,3.0
receive product break within 1st min,0.0,1,-1.0,3.0
cute unfortunately smell terrible,-0.3612,-1,-1.0,3.0
use man cave difficult pull without stretch change letter little trouble stick door nice design font,-0.2748,-1,-1.0,3.0
way small picture tough install still cute one kind receive mine week beautiful design,0.8689,1,-1.0,3.0
pretty hard get size need,0.4215,1,-1.0,3.0
order christmas gift parent law seem like decent quality price pretty disappointed writing center rug imagine one would find annoying,0.4215,1,-1.0,3.0
product fine come week late,0.2023,1,-1.0,3.0
order two year old room order unpainted could paint match room love look arrive edge rough splintery spend three hour hand sand edge till smooth paint import smooth edge since would reach two year old also thin make difficult add hook back could hang like say love look finish detail lack,0.886,1,-1.0,3.0
nose ring dainty delicate relatively easy put nice quality adjustable bother close way keep turn like inside part keep come nose keep push back place,0.7184,1,-1.0,3.0
small buy two one wife one tight wrist break fine,0.2023,1,-1.0,3.0
nice scent could strong roller easy seem like roll good,0.9246,1,-1.0,3.0
order one large blue pumpkin see quality size arrive day lovely disappointed size though large small must tiny would definitely order large would mind pay large size,0.4588,1,-1.0,3.0
cool hurt,-0.2732,-1,-1.0,3.0
well make get smell afraid put purse whole purse smell think return try different one dirty sock basement smell,-0.2023,-1,-1.0,3.0
expect look like drawing card stock good paper glossy print picture drawing,0.6597,1,-1.0,3.0
small pendant dull,-0.4019,-1,-1.0,3.0
cute bar keep come get part fix purchase 14yrold love,0.802,1,-1.0,3.0
big like,0.3612,1,-1.0,3.0
item roll package wrinkle make less ideal frame,0.4779,1,-1.0,3.0
idea super awesome tool control device choppy well user friendly sensitive touch lamp functionality,0.9231,1,-1.0,3.0
small one friend kind point buy able get adhesive even strip hold good thing every time fall floor break,0.8591,1,-1.0,3.0
would give star adorable fit perfect great layer problem closure loop small hard put little lever move tiny bit hard get,0.875,1,-1.0,3.0
